secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector	Mean_Coverage	Selected
Radhakrishnan et al., 2019	15.0353	15_0353	2015/05/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Byrd	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Byrd	Infected Leaf	Unknown	Yellow Rust	Cimarron, Oklahoma	USA	50	Unknown	raw_reads/15_0353/R1.fq.gz	raw_reads/15_0353/R2.fq.gz	Xianming Chen	264.4776710328067	Yes
Radhakrishnan et al., 2019	15.0354	15_0354	2015/06/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Flowering	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Flowering	Yellow Rust	Edicott, Washington	USA	10	Unknown	raw_reads/15_0354/R1.fq.gz	raw_reads/15_0354/R2.fq.gz	Xianming Chen	55.0951435419916	Yes
Radhakrishnan et al., 2019	15.0355	15_0355	2015/06/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Flowering	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Flowering	Yellow Rust	St John, Washington	USA	5	Unknown	raw_reads/15_0355/R1.fq.gz	raw_reads/15_0355/R2.fq.gz	Xianming Chen	12.197262782227982	No
Radhakrishnan et al., 2019	15.0356	15_0356	2015/06/10	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Gregory, South Dakota	USA	70	Unknown	raw_reads/15_0356/R1.fq.gz	raw_reads/15_0356/R2.fq.gz	Xianming Chen	274.57096818756554	Yes
Radhakrishnan et al., 2019	15.0357	15_0357	2015/06/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Deloris	Infected Leaf	Heading/Flowering	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Deloris	Infected Leaf	Heading/Flowering	Yellow Rust	Ririe, Indiana	USA	5	Unknown	raw_reads/15_0357/R1.fq.gz	raw_reads/15_0357/R2.fq.gz	Xianming Chen	162.7376191792533	Yes
Radhakrishnan et al., 2019	15.0359	15_0359	2015/06/24	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Express	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Express	Infected Leaf	Soft Dough	Yellow Rust	Walla Walla, Washington	USA	30	Unknown	raw_reads/15_0359/R1.fq.gz	raw_reads/15_0359/R2.fq.gz	Xianming Chen	31.25808830542527	Yes
Radhakrishnan et al., 2019	15.0360	15_0360	2015/06/29	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Tripp, South Dakota	USA	60	Unknown	raw_reads/15_0360/R1.fq.gz	raw_reads/15_0360/R2.fq.gz	Xianming Chen	137.42797950112734	Yes
Radhakrishnan et al., 2019	15.0361	15_0361	2015/07/02	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Hemingford, Nebraska	USA	50	Unknown	raw_reads/15_0361/R1.fq.gz	raw_reads/15_0361/R2.fq.gz	Xianming Chen	115.60359074578291	Yes
Radhakrishnan et al., 2019	15.0363	15_0363	2015/04/10	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	PS 279	Infected Leaf	Tillering	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	PS 279	Infected Leaf	Tillering	Yellow Rust	Mt Vernon, Washington	USA	10	Unknown	raw_reads/15_0363/R1.fq.gz	raw_reads/15_0363/R2.fq.gz	Xianming Chen	284.91160643867045	Yes
Radhakrishnan et al., 2019	15.0365	15_0365	2015/05/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Flowering	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Flowering	Yellow Rust	Hitchcock, Nebraska	USA	80	Unknown	raw_reads/15_0365/R1.fq.gz	raw_reads/15_0365/R2.fq.gz	Xianming Chen	103.48157210256345	Yes
Radhakrishnan et al., 2019	15.0366	15_0366	2015/03/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Sisson	Infected Leaf	Tillering	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Sisson	Infected Leaf	Tillering	Yellow Rust	Hidalgo, Texas	USA	60	Unknown	raw_reads/15_0366/R1.fq.gz	raw_reads/15_0366/R2.fq.gz	Xianming Chen	157.19875687847028	Yes
Radhakrishnan et al., 2019	15.0367	15_0367	2015/07/02	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Brookings County, South Dakota	USA	20	Unknown	raw_reads/15_0367/R1.fq.gz	raw_reads/15_0367/R2.fq.gz	Xianming Chen	113.31022332360071	Yes
Radhakrishnan et al., 2019	15.0409	15_0409	2015/06/15	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	KWS Magic	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	KWS Magic	Infected Leaf	Unknown	Yellow Rust	Jarosławiec	Poland	3	Unknown	raw_reads/15_0409/R1.fq.gz	raw_reads/15_0409/R2.fq.gz	Szymon Łączny	44.86482397970668	Yes
Radhakrishnan et al., 2019	15.0573	15_0573	2015/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/15_0573/R1.fq.gz	raw_reads/15_0573/R2.fq.gz	Suomeng Song	210.3003123776018	Yes
Radhakrishnan et al., 2019	15.0574	15_0574	2015/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/15_0574/R1.fq.gz	raw_reads/15_0574/R2.fq.gz	Suomeng Song	196.1868802701977	Yes
Radhakrishnan et al., 2019	15.0579	15_0579	2015/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/15_0579/R1.fq.gz	raw_reads/15_0579/R2.fq.gz	Suomeng Song	210.05079168317033	Yes
Radhakrishnan et al., 2019	15.0596	15_0596	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	GYT3-190 DN	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	GYT3-190 DN	Infected Leaf	Soft Dough	Yellow Rust	Lethbridge	Canada	85		raw_reads/15_0596/R1.fq.gz	raw_reads/15_0596/R2.fq.gz	Harpinder S. Randhawa	293.95256483665037	Yes
Radhakrishnan et al., 2019	15.0597	15_0597	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Morocco	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Morocco	Infected Leaf	Soft Dough	Yellow Rust	Lethbridge	Canada	100		raw_reads/15_0597/R1.fq.gz	raw_reads/15_0597/R2.fq.gz	Harpinder S. Randhawa	210.94644686642476	Yes
Radhakrishnan et al., 2019	15.0604	15_0604	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	AAC Penhold	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	AAC Penhold	Infected Leaf	Soft Dough	Yellow Rust	Lethbridge	Canada	65		raw_reads/15_0604/R1.fq.gz	raw_reads/15_0604/R2.fq.gz	Harpinder S. Randhawa	290.4200600779479	Yes
Radhakrishnan et al., 2019	15.0606	15_0606	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	HY2047	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	HY2047	Infected Leaf	Soft Dough	Yellow Rust	Lacombe	Canada	90		raw_reads/15_0606/R1.fq.gz	raw_reads/15_0606/R2.fq.gz	Harpinder S. Randhawa	340.1875983409498	Yes
Radhakrishnan et al., 2019	15.0608	15_0608	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	HY2042	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	HY2042	Infected Leaf	Soft Dough	Yellow Rust	St Albert	Canada	95		raw_reads/15_0608/R1.fq.gz	raw_reads/15_0608/R2.fq.gz	Harpinder S. Randhawa	207.6670000042813	Yes
Radhakrishnan et al., 2019	15.0609	15_0609	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Yr31	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Yr31	Infected Leaf	Soft Dough	Yellow Rust	Lacombe	Canada	85		raw_reads/15_0609/R1.fq.gz	raw_reads/15_0609/R2.fq.gz	Harpinder S. Randhawa	443.35088049703563	Yes
Radhakrishnan et al., 2019	16.0142	16_0142	2016/05/17	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	LCS Jet	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	LCS Jet	Infected Leaf	Unknown	Yellow Rust	Walla Walla, Washington	USA	Unknown	Unknown	raw_reads/16_0142/R1.fq.gz	raw_reads/16_0142/R2.fq.gz	Jeron Chatelain	246.642004773473	Yes
Radhakrishnan et al., 2019	16.0144	16_0144	2016/05/17	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	SY-Ovation	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	SY-Ovation	Infected Leaf	Unknown	Yellow Rust	Raerden, Washington	USA	Unknown	Unknown	raw_reads/16_0144/R1.fq.gz	raw_reads/16_0144/R2.fq.gz	Jeron Chatelain	191.46934297076274	Yes
Radhakrishnan et al., 2019	16.0145	16_0145	2016/05/17	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	DH13SRW024-182	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	DH13SRW024-182	Infected Leaf	Unknown	Yellow Rust	Lafayette, Indiana	USA	Unknown	Unknown	raw_reads/16_0145/R1.fq.gz	raw_reads/16_0145/R2.fq.gz	Tracy Richards	529.6723174658215	Yes
Radhakrishnan et al., 2019	16.0182	16_0182	2016/05/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kranich	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	75	Treated	raw_reads/16_0182/R1.fq.gz	raw_reads/16_0182/R2.fq.gz	Tina Henriksson	151.03798966755312	Yes
Radhakrishnan et al., 2019	16.0183	16_0183	2015/05/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Hereford	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Hereford	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	20	Treated	raw_reads/16_0183/R1.fq.gz	raw_reads/16_0183/R2.fq.gz	Tina Henriksson	130.3402461232288	Yes
Radhakrishnan et al., 2019	16.0186	16_0186	2015/05/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Linus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Linus	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	40		raw_reads/16_0186/R1.fq.gz	raw_reads/16_0186/R2.fq.gz	Tina Henriksson	253.4750666307083	Yes
Radhakrishnan et al., 2019	16.0527	16_0527	2016/04/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Warsaw, Virginia	USA	80	Unknown	raw_reads/16_0527/R1.fq.gz	raw_reads/16_0527/R2.fq.gz	Xianming Chen	310.67324960234106	Yes
Radhakrishnan et al., 2019	16.0529	16_0529	2016/04/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kannlark	Infected Leaf	Feekes 8	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kannlark	Infected Leaf	Feekes 8	Yellow Rust	Hutchinson, Kansas	USA	5	Unknown	raw_reads/16_0529/R1.fq.gz	raw_reads/16_0529/R2.fq.gz	Xianming Chen	103.28063208024265	Yes
Radhakrishnan et al., 2019	16.0535	16_0535	2016/04/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Bonneville	Infected Leaf	Later Tillering	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Bonneville	Infected Leaf	Later Tillering	Yellow Rust	Rockland, Indiana	USA	70	Unknown	raw_reads/16_0535/R1.fq.gz	raw_reads/16_0535/R2.fq.gz	Xianming Chen	454.6632813633298	Yes
Radhakrishnan et al., 2019	16.0536	16_0536	2016/04/20	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Joint	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Joint	Yellow Rust	Othello, Washington	USA	20	Unknown	raw_reads/16_0536/R1.fq.gz	raw_reads/16_0536/R2.fq.gz	Xianming Chen	305.7277167046477	Yes
Radhakrishnan et al., 2019	16.0548	16_0548	2016/04/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Decade	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Decade	Infected Leaf	Unknown	Yellow Rust	Kalispell, Montana	USA	20	Unknown	raw_reads/16_0548/R1.fq.gz	raw_reads/16_0548/R2.fq.gz	Xianming Chen	306.5124148192952	Yes
Radhakrishnan et al., 2019	16.0771	16_0771	2016/10/18	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	GS 71-77	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	GS 71-77	Yellow Rust	Napier	South Africa	50-75		raw_reads/16_0771/R1.fq.gz	raw_reads/16_0771/R2.fq.gz	Driecus Lesch	151.93397195001165	Yes
Radhakrishnan et al., 2019	16.0774	16_0774	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Hoggana	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0774/R1.fq.gz	raw_reads/16_0774/R2.fq.gz	Ayele and Bekele	251.45487844979	Yes
Radhakrishnan et al., 2019	16.0775	16_0775	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Digalu	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0775/R1.fq.gz	raw_reads/16_0775/R2.fq.gz	Ayele and Bekele	254.67681419792157	Yes
Radhakrishnan et al., 2019	16.0776	16_0776	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Millenium	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Millenium	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0776/R1.fq.gz	raw_reads/16_0776/R2.fq.gz	Ayele and Bekele	215.93104581904436	Yes
Radhakrishnan et al., 2019	16.0779	16_0779	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	SPPSN#15	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	SPPSN#15	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0779/R1.fq.gz	raw_reads/16_0779/R2.fq.gz	Ayele and Bekele	210.26757705786332	Yes
Radhakrishnan et al., 2019	16.0783	16_0783	2016/11/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Nanhu Zhuanglang Pingliang	China	Unknown	Unknown	raw_reads/16_0783/R1.fq.gz	raw_reads/16_0783/R2.fq.gz	Unknown	288.3645012258822	Yes
Radhakrishnan et al., 2019	16.0786	16_0786	2016/11/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Nanhu Zhuanglang Pingliang	China	Unknown	Unknown	raw_reads/16_0786/R1.fq.gz	raw_reads/16_0786/R2.fq.gz	Unknown	265.44583517596	Yes
Radhakrishnan et al., 2019	16.0789	16_0789	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0789/R1.fq.gz	raw_reads/16_0789/R2.fq.gz	Unknown	373.4964095817327	Yes
Radhakrishnan et al., 2019	16.0794	16_0794	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0794/R1.fq.gz	raw_reads/16_0794/R2.fq.gz	Unknown	361.0349875965109	Yes
Radhakrishnan et al., 2019	16.0796	16_0796	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0796/R1.fq.gz	raw_reads/16_0796/R2.fq.gz	Unknown	339.8113703928726	Yes
Radhakrishnan et al., 2019	16.0804	16_0804	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0804/R1.fq.gz	raw_reads/16_0804/R2.fq.gz	Unknown	382.7329400873927	Yes
Radhakrishnan et al., 2019	16.0883	16_0883	2016/08/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/16_0883/R1.fq.gz	raw_reads/16_0883/R2.fq.gz	Marco Martelli	217.31670097996778	Yes
Radhakrishnan et al., 2019	17.0189	17_0189	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0189/R1.fq.gz	raw_reads/17_0189/R2.fq.gz	Unknown	318.84448022541875	Yes
Radhakrishnan et al., 2019	17.0190	17_0190	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0190/R1.fq.gz	raw_reads/17_0190/R2.fq.gz	Unknown	301.48765100086445	Yes
Radhakrishnan et al., 2019	17.0191	17_0191	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0191/R1.fq.gz	raw_reads/17_0191/R2.fq.gz	Unknown	330.07724978505735	Yes
Radhakrishnan et al., 2019	17.0192	17_0192	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0192/R1.fq.gz	raw_reads/17_0192/R2.fq.gz	Unknown	295.89657043738094	Yes
Radhakrishnan et al., 2019	17.0193	17_0193	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0193/R1.fq.gz	raw_reads/17_0193/R2.fq.gz	Unknown	367.08884979848483	Yes
Radhakrishnan et al., 2019	17.0194	17_0194	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0194/R1.fq.gz	raw_reads/17_0194/R2.fq.gz	Unknown	385.1274809135869	Yes
Radhakrishnan et al., 2019	17.0197	17_0197	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0197/R1.fq.gz	raw_reads/17_0197/R2.fq.gz	Unknown	393.38022801253	Yes
Radhakrishnan et al., 2019	17.0203	17_0203	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0203/R1.fq.gz	raw_reads/17_0203/R2.fq.gz	Unknown	306.23514781445596	Yes
Radhakrishnan et al., 2019	17.0204	17_0204	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0204/R1.fq.gz	raw_reads/17_0204/R2.fq.gz	Unknown	254.5759751631782	Yes
Radhakrishnan et al., 2019	17.0207	17_0207	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0207/R1.fq.gz	raw_reads/17_0207/R2.fq.gz	Unknown	358.2161172099645	Yes
Radhakrishnan et al., 2019	17.0208	17_0208	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0208/R1.fq.gz	raw_reads/17_0208/R2.fq.gz	Unknown	287.80357851314244	Yes
